customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
5007,Andrew Smith,mary34@example.org,AR,2021-11-20,Standard,4963.0
5008,Carrie Cobb,smitheric@example.com,MG,2021-07-31,Standard,1956.82
5009,Dale Fletcher,yballard@example.net,BT,2022-01-09,Basic,1312.74
5010,Charles Miller,jnash@example.net,FR,2025-09-09,Standard,710.64
5011,Hannah Martin,lsolis@example.com,GR,2020-04-25,Premium,3451.5
5012,Kimberly Meadows,angela08@example.net,SG,2024-02-10,Standard,423.2
5013,Angela Martin,wayne44@example.net,HT,2024-04-12,Basic,535.97
5014,Miss Peggy Livingston,christopheranderson@example.org,ME,2020-05-11,Standard,3912.55
5015,Justin Yoder,bkidd@example.org,MN,2022-06-05,Premium,4357.39
5016,Timothy Webb,awilson@example.com,AF,2020-10-08,Premium,1440.87
5017,Kelly Hamilton,tgay@example.org,JP,2025-08-12,Premium,1948.06
5018,Shaun Larsen,vdunn@example.org,X1!,2022-11-01,Premium,1955.3
5019,Grace Stewart,ischaefer@example.net,TN,2022-10-19,Premium,3935.39
5020,John Molina DDS,christopher60@example.org,RS,2023-11-03,Premium,961.08
5021,Danielle Castillo,garciaerica@example.org,VE,2020-12-18,Basic,4390.01
5022,Amy Gonzales,bellwendy@example.org,VN,2022-02-12,Basic,4124.58
5023,Michael Mclaughlin,jeffreysantos@example.com,RW,2023-08-29,Standard,568.15
5024,Jennifer Miles,danielle95@example.net,LA,2020-11-26,Standard,3532.23
5025,Robert Wagner,christopher29@example.net,AM,2023-10-10,Standard,2802.56
5026,Pamela Miller,qsanders@example.org,AR,2022-08-09,Basic,585.42
5027,Amy David,josegonzalez@example.net,GA,2025-10-27,Premium,936.66
5028,Joseph Schwartz,oramos@example.org,JM,2022-06-11,Standard,985.3
5029,Michael Davis,jford@example.org,SO,2022-12-03,Basic,3421.28
5030,Alex Russell,mturner@example.net,FR,2022-12-11,Basic,2803.19
5031,Monica Mills,munozstephanie@example.org,TV,2020-11-02,Standard,2436.62
5032,Michael Castro,hawkinsmichael@example.net,DE,2025-02-02,Premium,1369.4
5033,Taylor Walker,matthewdavis@example.net,TJ,2022-04-07,Basic,2616.47
5034,James Adams,lauren97@example.net,ID,2025-06-20,Premium,3322.06
5035,Mrs. Michelle Atkinson,kevinkirk@example.com,SI,2021-07-26,Premium,1956.12
5036,Ashley Watkins,woodscharles@example.org,HU,2024-10-15,Basic,1410.11
5037,Lori Phillips,dawn05@example.org,YE,2022-03-25,Basic,3232.05
5038,Jessica Vega,washingtonrobert@example.net,PK,2020-02-20,Standard,3566.76
5039,Joshua Wright,stephenwilliams@example.net,GW,2023-02-08,Premium,3423.25
5040,Kimberly Walsh,samanthacox@example.com,TW,2021-03-06,Standard,3563.26
5041,Shane Alvarado,lindsay41@example.com,NO,2023-03-31,Premium,2250.9
5042,Jason Aguirre,garciakathy@example.net,CD,2024-03-14,Standard,4012.5
5043,Michael Ford,ashleyguerrero@example.org,ZM,2020-03-12,Basic,1505.42
5044,Sabrina Young,april48@example.net,AG,2021-01-06,Standard,2650.91
5045,John Taylor,spetty@example.org,LI,2024-01-17,Basic,4418.8
5046,Gina Carey,whitakercody@example.com,JM,2022-04-23,Premium,1595.42
5047,Terri Smith,sandovalanthony@example.net,UG,2021-08-17,Premium,4742.53
5048,Mark Atkins,maria99@example.com,LR,2024-05-26,Standard,3875.83
5049,Christopher Cunningham,ufisher@example.org,NI,2023-05-02,Premium,3209.92
5050,Tracy Warren,johnjohns@example.com,NL,2023-11-03,Premium,3676.77
5051,William Spencer,bethany01@example.net,TG,2021-01-25,Premium,909.05
5052,David Smith,stephenhernandez@example.com,SL,2023-01-25,Premium,514.47
5053,Rachel Rios,brentcampos@example.org,AG,2024-05-31,Standard,2815.38
5054,Scott Brown,kduncan@example.org,GA,2022-09-22,Standard,4060.9
5055,Jamie Holland,danieladams@example.com,MC,2025-03-27,Premium,4814.62
5056,Kristina Griffin,shawnanderson@example.net,DM,2020-05-28,Standard,3417.46
5057,Elizabeth Underwood,eileenortiz@example.com,SO,2024-12-27,Basic,768.5
5058,Kevin Warner,lgonzalez@example.net,SR,2024-08-11,Standard,2623.56
5059,Lisa Bell,browndonald@example.net,GT,2022-12-03,Basic,4451.59
5060,Samuel Gordon,jbruce@example.net,CF,2025-08-21,Basic,710.99
5061,Daniel Black,claychristopher@example.net,AR,2021-04-29,Premium,3119.8
5062,Kristen Diaz,wolfeedward@example.com,BT,2022-02-06,Basic,135.72
5063,Maureen Brown,caleb79@example.com,YE,2021-08-18,Standard,3542.7
5064,Chelsea Larson,hillmelissa@example.net,BR,2023-12-14,Basic,1790.8
5065,Lisa Martinez,williamrogers@example.net,KI,2024-11-08,Basic,3339.75
5066,Mr. Andrew Williams,roberttran@example.net,MY,2023-03-20,Basic,3451.98
5067,Alison Mcclure,vanessaclayton@example.net,DZ,2022-01-29,Premium,3076.13
5068,Robert Miller,nmitchell@example.net,TL,2023-12-21,Premium,3405.16
5069,Michael Sandoval,markvang@example.net,PS,2025-12-18,Basic,4528.61
5070,Kathryn Park,roger90@example.org,CA,2022-03-29,Premium,468.1
5071,Ashley Deleon,rvincent@example.net,ER,2022-01-13,Premium,2617.05
5072,Melinda Glover,smithteresa@example.com,CI,2021-10-04,Premium,2171.34
5073,Steven West,kyleadams@example.com,BE,2023-06-07,Standard,935.37
5074,Vernon Norris,marypatel@example.com,JO,2023-09-23,Premium,1756.0
5075,Steven Brown,mathewanderson@example.net,UY,2022-09-30,Basic,1323.85
5076,Shannon Craig,moranmaria@example.org,IQ,2020-03-05,Basic,4268.81
5077,Randy Miller,wilkinspamela@example.org,BD,2023-11-05,Premium,1521.32
5078,Alan Norman,dhutchinson@example.org,GH,2024-01-25,Standard,1538.37
5079,Wendy Hampton,sarahsweeney@example.com,LY,2025-11-26,Premium,110.95
5080,Howard Taylor,ygrant@example.net,ML,2025-09-28,Basic,2887.33
5081,Pamela Adams,qwarren@example.com,KR,2020-02-23,Premium,4622.98
5082,Ashley Williams,thompsonmichael@example.com,BA,2025-03-31,Basic,2626.09
5083,Cynthia Wallace,derek48@example.com,JO,2021-08-03,Premium,4683.53
5084,Bryan Lyons,austin63@example.org,RO,2022-09-24,Basic,4256.92
5085,Frances Rodriguez,millsbrittany@example.net,CL,2020-03-29,Premium,1843.15
5086,Savannah Cox,mark42@example.org,TR,2021-03-09,Basic,2355.73
5087,Connor Wilkerson,keithgilbert@example.net,PK,2023-02-23,Standard,1834.07
5088,Michelle Miller,valenciajennifer@example.com,PA,2025-01-30,Premium,1813.64
5089,Todd Lee,gallegosamy@example.org,UA,2024-03-07,Basic,1012.17
5090,Jessica Cooley,gabrielleberry@example.com,PW,2023-02-12,Standard,143.43
5091,Tracy Torres,hmyers@example.net,TV,2021-07-08,Standard,2511.03
5092,Angela Welch,haynesalicia@example.com,PK,2021-04-10,Premium,2692.57
5093,Emily Craig,jaime96@example.net,LB,2022-04-19,Premium,2112.52
5094,Michael Hood,bowmananthony@example.com,FI,2020-12-22,Standard,133.86
5095,Jason Wood,ievans@example.net,SN,2023-12-24,Basic,1325.66
5096,George Richardson,uhenderson@example.com,TM,2024-07-06,Standard,2037.26
5097,Christopher Black,austinstone@example.com,GE,2025-03-23,Standard,1886.03
5098,Melissa Bailey,daniel34@example.com,TV,2020-08-27,Premium,2728.49
5099,Robert Steele,oconnellherbert@example.com,LB,2024-04-19,Standard,632.61
5100,Brian Reyes,lisamarshall@example.org,LT,2025-01-07,Standard,3315.77
5101,Linda Robertson,fharris@example.net,BG,2020-08-12,Standard,892.99
5102,David Orr,andersonjulia@example.org,MU,2020-12-03,Standard,3760.75
5103,Kari Hall,joshua34@example.net,NI,2020-01-07,Premium,1860.26
5104,Tracy Burgess,johnrichardson@example.com,BN,2020-01-05,Basic,1072.48
5105,Leslie Kelley,kjohnson@example.com,CZ,2024-04-05,Premium,1496.01
5106,Sherri Adams,staceydickerson@example.org,PY,2020-07-26,Premium,2033.28
5107,James Romero,bakerjulie@example.net,KR,2020-10-13,Basic,1722.95
5108,Anthony Stephenson,lynnfrey@example.com,JO,2023-03-20,Premium,885.53
5109,Christopher Johnson,sara53@example.org,NA,2023-12-06,Premium,4747.04
5110,Wendy Salazar,adamsdiana@example.net,CR,2025-05-14,Basic,4916.35
5111,Carmen Adams,xjohnson@example.com,TJ,2022-11-02,Premium,2163.37
5112,Miss Colleen Diaz,richard85@example.net,TH,2024-10-07,Basic,2528.28
5113,Kristie Andrade,yphillips@example.com,TT,2020-05-18,Basic,3600.17
5114,Gregory Ward,margaretrandall@example.net,AD,2023-05-13,Standard,3780.34
5115,Tracy Sullivan,rsmith@example.com,AG,2022-10-06,Standard,2559.11
5116,Terry Johnson,aaguirre@example.com,NG,2021-10-28,Basic,4231.01
5117,Richard Black,brewermarcus@example.com,UA,2024-01-28,Standard,743.95
5118,Michelle Anderson,garywhite@example.com,GY,2022-12-24,Premium,3984.29
5119,Michael Andrews,serranomelissa@example.com,BZ,2020-02-09,Premium,862.16
5120,Peter Morgan,gilllaura@example.org,KI,2024-06-07,Basic,166.88
5121,Anthony Huff,jrodriguez@example.org,DJ,2025-11-21,Basic,1258.87
5122,Sydney Wolf,aaron24@example.com,KG,2023-04-28,Basic,4166.2
5123,Kristopher Jackson,andrewhall@example.org,ME,2020-10-25,Standard,4884.55
5124,Connor West,amypowers@example.com,HR,2020-05-02,Basic,139.34
5125,Kevin Freeman,kleinjesus@example.org,PS,2021-05-31,Standard,1518.39
5126,James Fields,lbright@example.net,IT,2020-12-20,Standard,504.81
5127,Denise Moss,xmitchell@example.net,GB,2025-05-13,Standard,1313.96
5128,Sheena Ellis,jason14@example.org,TG,2025-10-18,Premium,3673.32
5129,Amanda Brown,paulayoung@example.org,CN,2021-02-18,Premium,1322.39
5130,Bryan Montes,uharrison@example.org,NL,2022-11-28,Premium,4334.42
5131,Suzanne Gonzalez,brianacarter@example.net,SV,2020-05-30,Basic,1312.04
5132,Jerry Gibson,hayleylee@example.net,DE,2023-04-09,Standard,1072.22
5133,Kirk Martin,sophiadickerson@example.org,SK,2020-05-20,Basic,3935.31
5134,Jonathan Reilly,jenniferrobinson@example.net,AT,2024-04-28,Premium,3535.61
5135,Mr. Kevin Thornton,richgrace@example.com,KG,2022-04-23,Basic,3094.39
5136,Tim Lopez,johnathanwood@example.com,GQ,2020-06-12,Premium,4963.5
5137,Maria Walker,rebeccaterry@example.com,AU,2020-02-27,Basic,3181.65
5138,Melissa Austin,jamesbest@example.com,CG,2021-09-04,Premium,1223.98
5139,Glenn Fuentes,jaredboyd@example.net,BA,2022-02-11,Premium,2066.29
5140,Marcus Simon,petersonkathryn@example.net,DZ,2025-08-28,Standard,4952.95
5141,John Hudson,hicksvickie@example.com,QA,2024-06-19,Premium,2188.88
5142,Michael Lee,olsonanita@example.org,TH,2020-10-09,Basic,1078.25
5143,Kathryn Evans,umitchell@example.net,GB,2022-08-12,Premium,1963.73
5144,Annette Kelley,stephanie65@example.org,TH,2022-02-06,Basic,1601.59
5145,Chad Roberson,qrichard@example.org,AE,2023-10-29,Basic,4902.61
5146,Megan Wood,patricia11@example.net,TL,2021-01-13,Premium,1747.27
5147,Isabel Rodgers,denisegood@example.org,NO,2020-05-16,Standard,400.61
5148,Steven Romero,stephanie59@example.com,KI,2023-12-16,Standard,3254.98
5149,Jeff Adams,megan53@example.net,DE,2022-11-26,Standard,639.27
5150,Samuel Oconnor,tiffanywalters@example.com,GN,2020-02-21,Standard,1474.72
5151,Max Kline,timothyreed@example.net,IQ,2021-10-15,Standard,3586.77
5152,Lee Rogers,pferguson@example.org,VN,2021-02-20,Premium,1667.22
5153,Cynthia Donaldson,burgessjacob@example.com,DK,2025-06-24,Premium,990.58
5154,Desiree Wallace,ddunn@example.com,OM,2024-06-04,Premium,355.44
5155,Donna Martin,oburton@example.org,PT,2023-11-26,Basic,1676.03
5156,Julia Miller,dennisjessica@example.org,CR,2025-11-23,Standard,2413.09
5157,Donna Wise,peter42@example.org,CG,2021-10-06,Basic,593.73
5158,Dr. Matthew Johnson,breanna00@example.com,DO,2024-06-06,Premium,1336.09
5159,Monique Shaffer,yvettecampbell@example.net,GE,2024-03-10,Standard,1881.55
5160,Donna Beasley,andersonbrian@example.org,SV,2020-02-05,Standard,646.49
5161,Christine Johnson,mitchell03@example.org,MM,2025-01-30,Basic,166.94
5162,Krista Williams,bsmith@example.com,MK,2024-05-13,Basic,3875.27
5163,Derek Perez,cookandrew@example.com,CL,2023-11-19,Premium,1722.94
5164,Jimmy Williams,calvinosborne@example.net,MW,2021-08-05,Basic,4069.17
5165,Barbara Miller,uthompson@example.com,BY,2020-09-08,Basic,3916.16
5166,Lisa Baker,longdeborah@example.com,LR,2021-07-15,Basic,3063.1
5167,Michael Porter,michael10@example.com,FR,2020-01-23,Premium,3286.22
5168,Charles Gonzales,jessica84@example.com,RS,2022-12-29,Premium,2963.2
5169,Alejandro Holmes,singhroy@example.net,CN,2024-06-26,Premium,4447.25
5170,Robin Russell,powerssandra@example.net,LK,2021-11-26,Premium,3184.84
5171,Rachael Whitaker,raymondjanet@example.com,BH,2023-12-05,Basic,689.74
5172,Melanie Wilson,hdavid@example.net,CR,2020-02-26,Basic,4844.82
5173,Maria Black,tmathews@example.net,BO,2023-12-20,Basic,4105.3
5174,Stephanie Dean,joseph34@example.net,LS,2022-01-04,Premium,3552.83
5175,Jeffery Newman,tsanchez@example.com,YE,2024-12-03,Premium,466.91
5176,Jeffrey Ramirez,kochbenjamin@example.org,DO,2023-07-28,Basic,3133.15
5177,Melissa Mcdonald,jacob67@example.com,SB,2023-05-24,Standard,3654.22
5178,James Ellis,smithaaron@example.net,CR,2023-09-15,Premium,2714.43
5179,Leonard Walker,christopher33@example.net,BY,2021-07-04,Premium,314.67
5180,Christopher Hoffman,laceycruz@example.net,MW,2025-12-16,Premium,2149.24
5181,Jeremy Villegas,brittanycoffey@example.net,CI,2023-11-09,Basic,1337.37
5182,Ryan Morales,btapia@example.org,BT,2024-01-28,Basic,4878.12
5183,Devin Nunez,newtonhenry@example.net,SV,2025-02-07,Standard,2297.56
5184,Steven Robinson,hsmith@example.com,GT,2025-09-03,Basic,675.4
5185,Robert Larson,bradley66@example.net,SA,2025-04-29,Standard,431.77
5186,Gina Smith,wongmatthew@example.org,GD,2022-07-27,Standard,2666.44
5187,Amanda Garrett,michaelholt@example.net,PS,2023-08-26,Basic,3975.34
5188,William Richmond,treilly@example.org,TV,2023-01-11,Premium,3035.85
5189,Austin Martinez,robertlong@example.com,AL,2023-06-11,Basic,4840.69
5190,Nicole Silva,alexanderchristopher@example.org,ZM,2024-03-11,Standard,322.68
5191,Stephanie Carr,robertboyd@example.net,AL,2023-01-10,Basic,397.89
5192,Anna Ramos,dicksonkatie@example.com,OM,2021-06-03,Basic,1031.94
5193,Michael Contreras,ramirezmargaret@example.com,BA,2021-12-30,Standard,2525.63
5194,Ashley Cardenas,deanna22@example.net,LI,2025-03-22,Basic,4364.25
5195,Samantha Long,staceybrown@example.com,SA,2020-04-24,Premium,911.04
5196,Samuel Khan,nlynn@example.com,BO,2021-09-29,Basic,1982.34
5197,Matthew Pollard,mmitchell@example.org,SB,2025-04-30,Standard,2064.16
5198,Anthony Gardner,clarkamber@example.org,CI,2020-01-03,Standard,1113.93
5199,Rebekah Smith,melaniescott@example.org,NA,2020-01-07,Premium,884.01
5200,Allison Marshall,ipadilla@example.com,CI,2020-01-22,Premium,3001.35
5201,Justin Jimenez,rgreen@example.net,BE,2025-04-26,Premium,4407.86
5202,Donna Powers,brobbins@example.net,CV,2021-09-07,Basic,2331.66
5203,John Larsen,ganderson@example.org,LV,2020-10-01,Basic,3630.84
5204,Shannon Johnson,lsmith@example.net,CF,2021-08-11,Standard,1586.71
5205,Heather Rivera,rebeccazimmerman@example.net,LB,2021-10-24,Premium,1552.18
5206,Jennifer Wright,melissabarnett@example.com,IS,2022-04-19,Standard,2805.54
5207,Tracey Patel,jesuscarter@example.com,NG,2026-09-25,Premium,1197.25
5208,Elizabeth Walker,elizabethtate@example.org,MT,2020-07-03,Basic,1267.26
5209,Lisa Singleton,samuel37@example.net,KP,2024-08-16,Premium,3234.12
5210,Ashley Espinoza,hector90@example.org,DJ,2022-08-28,Standard,4643.51
5211,Maria Medina,eric34@example.com,RS,2021-09-17,Standard,4379.58
5212,Benjamin Bray,danielolsen@example.com,NA,2025-09-13,Premium,3247.82
5213,Tara Ortiz,smithsonia@example.com,LB,2024-05-29,Premium,4948.73
5214,Kathryn Moore,david56@example.com,TG,2023-01-12,Premium,2719.52
5215,Kristin Rivera,burtonkevin@example.com,YE,2020-10-13,Premium,3278.36
5216,Sierra Pierce,alisonstein@example.net,ID,2022-01-07,Basic,3065.28
5217,Jean Campos,duartekelly@example.net,MX,2022-04-06,Standard,1690.35
5218,Michael Leon,isaacpeters@example.org,BO,2025-12-23,Basic,4431.53
5219,Alison Smith,williamsonlaura@example.net,SL,2022-01-24,Standard,3638.19
5220,Terri Jones,robertsonkathy@example.org,GY,2024-03-04,Standard,4501.85
5221,Fernando White,carriebrewer@example.com,LY,2025-07-30,Standard,1690.71
5222,Daniel Osborne,torrestravis@example.net,KP,2021-08-21,Premium,3167.18
5223,Jimmy Melendez,aliciaanderson@example.org,UG,2020-11-13,Premium,4137.27
5224,Marie Lang,cromero@example.com,LT,2022-02-18,Premium,3679.34
5225,Frank Bonilla,timothy60@example.net,GN,2022-01-01,Standard,966.0
5226,Daniel Price,henry47@example.com,BS,2022-05-09,Premium,2733.2
5227,Anna Hamilton,edwardstewart@example.com,KN,2025-12-20,Basic,621.57
5228,Stanley Norton,susanbaker@example.org,NI,2020-05-21,Basic,3471.77
5229,Jeremy Martin,vmaldonado@example.com,PY,2021-10-23,Basic,1360.99
5230,Andrea Harrell,fjohnson@example.net,IE,2021-03-20,Basic,3208.1
5231,Elizabeth Villanueva,brownjessica@example.org,LR,2024-08-05,Basic,1110.18
5232,Christina Sweeney,sara62@example.com,SK,2022-06-22,Standard,1181.13
5233,Kristin Woods,amurphy@example.org,GR,2021-06-30,Standard,1099.2
5234,Pamela Campbell MD,shannonhopkins@example.org,CN,2021-10-14,Basic,4057.89
5235,Jennifer Kelly,lmaynard@example.net,GR,2023-03-10,Standard,862.64
5236,Ivan White,kathleen54@example.org,HT,2025-06-23,Premium,3676.08
5237,Tracy Avila,cassidyward@example.com,LS,2024-09-02,Standard,1906.34
5238,Lori Jackson,chasejose@example.org,LS,2021-06-02,Standard,559.09
5239,Sean Howard,cherylgood@example.net,AG,2021-07-17,Premium,2351.01
5240,Mary Cruz,marybrown@example.org,SE,2020-05-29,Premium,1025.41
5241,Bridget Harrell,wbrown@example.net,SI,2023-03-29,Standard,4722.44
5242,Mariah Adams,andersonbrandy@example.net,HR,2021-05-26,Premium,3273.06
5243,Kimberly Collins,lindabrown@example.net,IL,2022-10-18,Premium,1619.79
5244,Adrienne Hale,opark@example.net,LC,2024-12-01,Premium,4105.75
5245,Amber Joseph,qgonzalez@example.net,EC,2025-09-29,Basic,3078.33
5246,Robert Garcia,sean73@example.com,SO,2022-12-04,Premium,803.26
5247,Barbara Ware,calvinburns@example.com,PY,2020-07-05,Standard,1301.74
5248,Joseph Simpson,carterholly@example.org,BO,2025-01-24,Basic,4854.89
5249,Jennifer Perry,colemanlance@example.net,HR,2023-06-01,Premium,3649.1
5250,Kelly Ray,zmendoza@example.org,LK,2022-05-20,Premium,3661.15
5251,Eric Hudson,davidsnyder@example.net,TG,2020-06-15,Premium,3056.14
5252,Michael Garcia,rdavis@example.net,TL,2022-07-17,Standard,1981.55
5253,Charles Bryant,heather35@example.org,UG,2023-06-04,Premium,4150.16
5254,Mrs. Lisa Carter,walkerscott@example.com,LV,2023-01-06,Basic,4679.92
5255,Karen Wiggins PhD,reedleroy@example.org,EG,2021-08-13,Premium,1316.88
5256,Samantha Cook,mdavis@example.org,PG,2025-09-09,Premium,1411.52
5257,John Simmons,margaretwilson@example.org,MX,2024-12-07,Basic,3038.22
5258,David Gonzalez,kpreston@example.com,LI,2025-05-29,Premium,4792.33
5259,Tonya Sanchez,lisadavis@example.org,DK,2025-12-04,Premium,2757.61
5260,Jamie Murphy,carterbrianna@example.net,MK,2022-01-09,Standard,4278.33
5261,Nicole Ruiz,codyballard@example.org,ML,2025-02-03,Premium,1091.38
5262,Beth Arnold,blakenolan@example.org,LS,2022-07-28,Standard,3822.39
5263,Thomas Lee,ngolden@example.net,SG,2021-11-02,Standard,4095.78
5264,Mrs. Kathryn Young,tonya44@example.net,SD,2024-02-13,Standard,1725.61
5265,Jared Blevins,kristenvillarreal@example.org,TM,2025-04-04,Premium,1294.66
5266,Robert Mueller,donald94@example.org,VE,2020-11-01,Basic,3491.0
5267,Billy Mendez,josephbaker@example.org,BA,2023-08-29,Basic,2763.7
5268,Amber Guzman,kweaver@example.org,TR,2024-07-25,Premium,4142.13
5269,John Golden,taylorandrew@example.net,CZ,2023-06-22,Premium,2768.75
5270,Cheryl Sherman,garciapamela@example.net,GD,2024-05-03,Premium,2606.56
5271,Teresa Henry,jmiller@example.org,RS,2025-11-09,Standard,794.99
5272,Andrew Young,jessica00@example.com,KZ,2023-10-08,Premium,217.6
5273,Jason Smith,davidbooth@example.com,GH,2025-11-23,Standard,1988.38
5274,Thomas Snyder,jacobmoss@example.org,CL,2025-07-03,Standard,3311.29
5275,Kenneth Harvey,beckyblake@example.com,UG,2025-06-16,Premium,4616.29
5276,James Esparza,guzmancarl@example.com,JP,2024-05-30,Basic,1985.24
5277,Emily Lyons,andrewrandall@example.com,TO,2020-05-24,Basic,4131.65
5278,Rachel Johnson,wuvalerie@example.com,SK,2021-10-25,Premium,2509.92
5279,Gina Hendrix,veronicabutler@example.net,MV,2020-01-30,Premium,1200.16
5280,Helen Kirk,dianajacobson@example.com,GE,2021-10-01,Standard,1850.81
5281,Kevin Johnson,watsonmatthew@example.net,AT,2020-10-03,Basic,1735.25
5282,Ray Sanford,sarabyrd@example.net,ST,2022-02-25,Standard,4624.27
5283,Tracy Wilkins,linkevin@example.net,SA,2024-06-13,Premium,4488.37
5284,Juan Haynes,michael16@example.net,ES,2020-04-04,Basic,840.4
5285,Amanda Cook,rsherman@example.com,BZ,2021-04-05,Standard,2699.36
5286,Christine Gonzalez,simsjimmy@example.net,TT,2020-06-25,Basic,988.69
5287,Randy Jimenez,webererika@example.com,DE,2020-06-10,Standard,836.08
5288,Sandra Rhodes,tschmidt@example.org,IL,2020-06-07,Basic,3467.09
5289,David Lawrence,barajaszachary@example.net,SM,2024-03-02,Basic,4106.06
5290,Raymond French,timothy39@example.net,ST,2023-07-10,Standard,4389.47
5291,Daniel Ruiz,hernandezmicheal@example.net,TH,2020-04-08,Standard,4589.55
5292,Elizabeth Kelly,bryantabigail@example.net,BO,2022-06-16,Basic,1908.65
5293,Alex Watkins,glassalexis@example.org,CH,2024-10-27,Standard,4072.53
5294,Michael Mckinney,snyderarthur@example.org,IS,2020-06-06,Basic,4013.55
5295,Nicholas Rodriguez,evelynortega@example.net,CA,2023-02-01,Premium,4322.4
5296,Diane Nguyen,mark39@example.com,CY,2020-01-19,Premium,3911.14
5297,Blake Adams,elizabethmoran@example.net,ES,2021-12-09,Premium,1669.25
5298,Amy Pruitt,salazardonna@example.org,LT,2025-11-11,Standard,2288.81
5299,Jon Reynolds,davismelissa@example.net,HT,2020-11-15,Standard,4091.78
5300,Amanda Sullivan,sarah26@example.org,CO,2020-12-11,Premium,2931.43
5301,Jennifer Klein,zachary00@example.org,BI,2020-09-27,Basic,1464.53
5302,William Johnson,ygibson@example.com,MN,2020-12-26,Premium,1682.96
5303,John Sanchez,amyholland@example.org,MW,2023-10-02,Premium,991.17
5304,David Campbell,gregorywagner@example.net,RU,2023-01-11,Standard,1827.78
5305,Amy Jarvis,cooperchristina@example.org,VE,2021-08-01,Standard,2176.78
5306,Tracy Martin,grahamjesse@example.org,LS,2024-07-30,Basic,4866.96
5307,Brady Graves MD,hmitchell@example.org,MR,2025-09-18,Basic,3988.16
5308,Susan Figueroa,brooksmatthew@example.net,KR,2023-07-01,Standard,777.28
5309,Rachel Jackson,oscott@example.com,CU,2023-07-23,Basic,4615.86
5310,Mr. Eric Baker,qhowe@example.org,TN,2020-10-28,Standard,2151.43
5311,Alison Moore,schneiderstephen@example.org,MV,2023-03-17,Standard,2739.86
5312,Matthew Ball,antoniogarrett@example.com,SI,2021-11-19,Standard,2709.12
5313,Mrs. Donna Benjamin,xtaylor@example.org,BH,2024-07-08,Premium,1984.67
5314,Diana Jones,smithdaniel@example.org,JM,2021-04-24,Basic,3603.11
5315,Cathy Campbell,gmay@example.net,GD,2022-07-18,Basic,2931.59
5316,Gabriella Odonnell,joannesnow@example.com,AR,2020-03-01,Basic,4075.33
5317,Anthony Torres,pross@example.com,VA,2025-08-26,Premium,3545.16
5318,Taylor Dominguez,richard96@example.net,KP,2023-07-02,Premium,1872.38
5319,Alan West,nhartman@example.net,MU,2020-06-19,Premium,4970.14
5320,Michelle Lee,chunter@example.com,CG,2022-09-16,Premium,1875.75
5321,Diane Edwards,cynthia20@example.org,BI,2025-06-18,Standard,4792.32
5322,Sandra Olsen,oconnordouglas@example.net,MN,2020-11-11,Premium,391.93
5323,Cynthia Robbins,jasonarnold@example.com,HT,2025-08-03,Standard,1868.21
5324,William Jones,nrodgers@example.net,PW,2021-04-09,Premium,1544.02
5325,Shawn Perkins,freemandaniel@example.net,VC,2021-11-04,Premium,4192.74
5326,Rebecca Wilson,dgardner@example.org,GY,2023-06-24,Basic,4861.92
5327,Kathleen Morris,shari86@example.org,EG,2023-07-01,Standard,1288.24
5328,Jamie Thompson,matthew88@example.net,JO,2022-05-31,Premium,373.74
5329,Sarah Griffin,steven87@example.com,AR,2024-04-07,Premium,674.46
5330,Matthew Stevens,jonestheresa@example.com,SM,2023-02-11,Basic,3549.42
5331,Anthony Moore,xbryan@example.net,UY,2021-07-19,Standard,3692.1
5332,Timothy Alexander,richardpatterson@example.org,JO,2021-07-13,Basic,4828.07
5333,Rachel Navarro,wilsonalexandria@example.com,BJ,2021-11-09,Standard,365.01
5334,Michelle Newman,madison74@example.net,NI,2023-02-26,Premium,3347.46
5335,Dorothy Graves,skemp@example.org,BA,2022-08-17,Premium,2436.45
5336,Jose Pratt,stewarttyler@example.com,CL,2023-10-21,Basic,4365.34
5337,Destiny Saunders,matthew79@example.com,DZ,2024-11-30,Premium,819.74
5338,Lindsay Ball,pbarry@example.org,KR,2024-11-03,Premium,487.07
5339,Wayne Johnson,jonesjames@example.com,CA,2023-10-14,Premium,161.14
5340,Gregory Thompson,autumnspencer@example.com,PE,2020-11-27,Standard,833.61
5341,Jacob Peterson,markmassey@example.com,PW,2024-02-22,Premium,2401.85
5342,Jessica Moore,jparker@example.net,IR,2021-09-24,Premium,3765.72
5343,Jonathan Taylor,andrewmartinez@example.com,BN,2021-04-18,Basic,4748.95
5344,Kenneth Williams,nicholasmoore@example.org,LA,2020-01-08,Standard,2116.46
5345,Joel Williams,ohayes@example.com,DO,2020-08-22,Standard,2275.47
5346,David Martin,navarromatthew@example.net,VU,2022-03-30,Basic,3506.71
5347,James Smith,bobby96@example.net,CI,2021-03-03,Standard,645.21
5348,Gabriella Weaver,joseph52@example.org,MY,2024-01-14,Premium,4417.67
5349,Andrea Whitehead,mcbridelaura@example.net,DO,2021-07-01,Premium,3060.45
5350,Katherine Francis,brian62@example.org,ER,2020-03-13,Premium,2566.15
5351,Michael Greer,david67@example.net,EE,2020-07-30,Premium,2042.31
5352,George Jordan,christophernelson@example.org,IR,2025-05-05,Standard,3431.53
5353,Jon Williams,jay07@example.com,DO,2025-05-23,Standard,2815.36
5354,Dawn Velazquez,rita93@example.net,MZ,2020-12-29,Standard,4603.84
